Airport Name,Flight Date,Origin State,year
RONALD REAGAN WASHINGTON NATL,1990-10-25,DC,1990
RONALD REAGAN WASHINGTON NATL,1990-10-25,DC,1990
HONOLULU INTERNATIONAL AIRPORT,1990-10-25,Hawaii,1990
RONALD REAGAN WASHINGTON NATL,1990-10-25,DC,1990
HOUSTON-HOBBY,1990-10-25,Texas,1990
ATLANTIC CITY INTERNATIONAL,1990-10-25,New Jersey,1990
CINCINNATI/NORTHERN KENTUCKY INTERNATIONAL AIRPORT,1990-10-25,Kentucky,1990
WASHINGTON DULLES INTERNATIONAL AIRPORT,1990-10-26,DC,1990
PORTLAND INTERNATIONAL (OR),1990-10-26,Oregon,1990
BARKSDALE AIR FORCE BASE AIRPORT,1990-10-27,Louisiana,1990
EPPLEY AIRFIELD,1990-10-27,Nebraska,1990
CHARLESTON AFB/INTL AIRPORT,1990-10-28,South Carolina,1990
JOHN F KENNEDY INTERNATIONAL,1990-10-29,New York,1990
LOGAN INTERNATIONAL,1990-10-30,Massachusetts,1990
NEWARK LIBERTY INTERNATIONAL AIRPORT,1990-10-31,New Jersey,1990
BARKSDALE AIR FORCE BASE AIRPORT,1990-10-31,Louisiana,1990
DALLAS/FORT WORTH INTERNATIONAL AIRPORT,1990-10-31,Texas,1990
WASHINGTON DULLES INTERNATIONAL AIRPORT,1990-11-01,DC,1990
PORTLAND INTERNATIONAL (OR),1990-11-02,Oregon,1990
MINETA SAN JOSE INTERNATIONAL,1990-11-02,California,1990
METRO OAKLAND INTERNATIONAL,1990-11-02,California,1990
LOS ANGELES INTERNATIONAL,1990-11-03,California,1990
DALLAS/FORT WORTH INTERNATIONAL AIRPORT,1990-11-04,Texas,1990
ORLANDO INTERNATIONAL,1990-11-04,Florida,1990
LOGAN INTERNATIONAL,1990-11-04,Massachusetts,1990
BALTIMORE WASH INTERNATIONAL,1990-11-05,Maryland,1990
SAN ANTONIO INTERNATIONAL,1990-11-05,Texas,1990
JOHN F KENNEDY INTERNATIONAL,1990-11-06,New York,1990
BALTIMORE WASH INTERNATIONAL,1990-11-06,Maryland,1990
NASHVILLE INTERNATIONAL,1990-11-06,Tennessee,1990
RONALD REAGAN WASHINGTON NATL,1990-11-06,DC,1990
KANSAS CITY INTERNATIONAL,1990-11-07,Missouri,1990
BARKSDALE AIR FORCE BASE AIRPORT,1990-11-07,Louisiana,1990
LOS ANGELES INTERNATIONAL,1990-11-07,California,1990
NEWARK LIBERTY INTERNATIONAL AIRPORT,1990-11-08,New Jersey,1990
JOHN F KENNEDY INTERNATIONAL,1990-11-08,New York,1990
LAGUARDIA NY,1990-11-08,New York,1990
JOHN F KENNEDY INTERNATIONAL,1990-11-08,New York,1990
NEW ORLEANS INTERNATIONAL,1990-11-09,Louisiana,1990
BARKSDALE AIR FORCE BASE AIRPORT,1990-11-09,Louisiana,1990
BARKSDALE AIR FORCE BASE AIRPORT,1990-11-09,Louisiana,1990
LOUISVILLE INTERNATIONAL AIRPORT,1990-11-09,Kentucky,1990
NASHVILLE INTERNATIONAL,1990-11-10,Tennessee,1990
ATLANTA INTERNATIONAL,1990-11-10,Georgia,1990
CHARLOTTE/DOUGLAS INTERNATIONAL AIRPORT,1990-11-11,North Carolina,1990
ATLANTA INTERNATIONAL,1990-11-11,Georgia,1990
GREATER PITTSBURGH,1990-11-12,Pennsylvania,1990
CHICAGO O'HARE INTERNATIONAL AIRPORT,1990-11-12,Illinois,1990
MEMPHIS INTERNATIONAL,1990-11-12,Tennessee,1990
GEORGE BUSH INTERCONTINENTAL,1990-11-13,Texas,1990
DALLAS/FORT WORTH INTERNATIONAL AIRPORT,1990-11-14,Texas,1990
LIHUE AIRPORT,1990-11-16,Hawaii,1990
AUSTIN-BERGSTROM INTERNATIONAL,1990-11-16,Texas,1990
DALLAS/FORT WORTH INTERNATIONAL AIRPORT,1990-11-17,Texas,1990
DALLAS/FORT WORTH INTERNATIONAL AIRPORT,1990-11-18,Texas,1990
BARKSDALE AIR FORCE BASE AIRPORT,1990-11-19,Louisiana,1990
NEWARK LIBERTY INTERNATIONAL AIRPORT,1990-11-19,New Jersey,1990
MINETA SAN JOSE INTERNATIONAL,1990-11-21,California,1990
LAGUARDIA NY,1990-11-24,New York,1990
INDIANAPOLIS INTERNATIONAL,1990-11-26,Indiana,1990
JOHN F KENNEDY INTERNATIONAL,1990-11-26,New York,1990
LOS ANGELES INTERNATIONAL,1990-11-27,California,1990
SACRAMENTO INTERNATIONAL,1990-11-27,California,1990
LOGAN INTERNATIONAL,1990-11-27,Massachusetts,1990
DALLAS/FORT WORTH INTERNATIONAL AIRPORT,1990-11-28,Texas,1990
BARKSDALE AIR FORCE BASE AIRPORT,1990-11-30,Louisiana,1990
NASHVILLE INTERNATIONAL,1990-12-03,Tennessee,1990
LAMBERT-ST LOUIS INTERNATIONAL,1990-12-03,Missouri,1990
BARKSDALE AIR FORCE BASE AIRPORT,1990-12-03,Louisiana,1990
LIHUE AIRPORT,1990-12-03,Hawaii,1990
RONALD REAGAN WASHINGTON NATL,1990-12-04,DC,1990
SACRAMENTO INTERNATIONAL,1990-12-04,California,1990
PORT COLUMBUS INTERNATIONAL,1990-12-05,Ohio,1990
SAN ANTONIO INTERNATIONAL,1990-12-08,Texas,1990
WILL ROGERS WORLD AIRPORT,1990-12-09,Oklahoma,1990
HONOLULU INTERNATIONAL AIRPORT,1990-12-11,Hawaii,1990
LOGAN INTERNATIONAL,1990-12-11,Massachusetts,1990
GREATER PITTSBURGH,1990-12-13,Pennsylvania,1990
JOHN F KENNEDY INTERNATIONAL,1990-12-17,New York,1990
DALLAS/FORT WORTH INTERNATIONAL AIRPORT,1990-12-17,Texas,1990
CINCINNATI/NORTHERN KENTUCKY INTERNATIONAL AIRPORT,1990-12-20,Kentucky,1990
GEORGE BUSH INTERCONTINENTAL,1990-12-20,Texas,1990
LOUISVILLE INTERNATIONAL AIRPORT,1990-12-20,Kentucky,1990
GREATER PITTSBURGH,1990-12-21,Pennsylvania,1990
GEORGE BUSH INTERCONTINENTAL,1990-12-22,Texas,1990
NEW ORLEANS INTERNATIONAL,1990-12-23,Louisiana,1990
GEORGE BUSH INTERCONTINENTAL,1990-12-24,Texas,1990
JOHN F KENNEDY INTERNATIONAL,1991-01-01,New York,1991
DALLAS/FORT WORTH INTERNATIONAL AIRPORT,1991-01-02,Texas,1991
EPPLEY AIRFIELD,1991-01-04,Nebraska,1991
DALLAS/FORT WORTH INTERNATIONAL AIRPORT,1991-01-05,Texas,1991
LAGUARDIA NY,1991-01-06,New York,1991
LAGUARDIA NY,1991-01-06,New York,1991
PHILADELPHIA INTERNATIONAL,1991-01-07,Pennsylvania,1991
PHILADELPHIA INTERNATIONAL,1991-01-09,Pennsylvania,1991
DALLAS/FORT WORTH INTERNATIONAL AIRPORT,1991-01-14,Texas,1991
BALTIMORE WASH INTERNATIONAL,1991-01-16,Maryland,1991
JOHN F KENNEDY INTERNATIONAL,1991-01-19,New York,1991
NEW ORLEANS INTERNATIONAL,1991-01-21,Louisiana,1991
BARKSDALE AIR FORCE BASE AIRPORT,1991-01-22,Louisiana,1991
HOUSTON-HOBBY,1991-01-23,Texas,1991
HOUSTON-HOBBY,1991-01-23,Texas,1991
RONALD REAGAN WASHINGTON NATL,1991-01-24,DC,1991
NASHVILLE INTERNATIONAL,1991-01-25,Tennessee,1991
HOUSTON-HOBBY,1991-01-31,Texas,1991
RONALD REAGAN WASHINGTON NATL,1991-01-31,DC,1991
SAN FRANCISCO INTERNATIONAL AIRPORT,1991-02-05,California,1991
SACRAMENTO INTERNATIONAL,1991-02-05,California,1991
AUSTIN-BERGSTROM INTERNATIONAL,1991-02-07,Texas,1991
NASHVILLE INTERNATIONAL,1991-02-11,Tennessee,1991
BARKSDALE AIR FORCE BASE AIRPORT,1991-02-19,Louisiana,1991
NEW ORLEANS INTERNATIONAL,1991-02-22,Louisiana,1991
MEMPHIS INTERNATIONAL,1991-02-22,Tennessee,1991
DALLAS/FORT WORTH INTERNATIONAL AIRPORT,1991-02-23,Texas,1991
SACRAMENTO INTERNATIONAL,1991-02-24,California,1991
DALLAS/FORT WORTH INTERNATIONAL AIRPORT,1991-02-24,Texas,1991
CHICAGO O'HARE INTERNATIONAL AIRPORT,1991-02-26,Illinois,1991
PHILADELPHIA INTERNATIONAL,1991-02-28,Pennsylvania,1991
GREATER PITTSBURGH,1991-02-28,Pennsylvania,1991
JOHN F KENNEDY INTERNATIONAL,1991-03-03,New York,1991
INDIANAPOLIS INTERNATIONAL,1991-03-05,Indiana,1991
BARKSDALE AIR FORCE BASE AIRPORT,1991-03-05,Louisiana,1991
NEWARK LIBERTY INTERNATIONAL AIRPORT,1991-03-06,New Jersey,1991
NEWARK LIBERTY INTERNATIONAL AIRPORT,1991-03-06,New Jersey,1991
LIHUE AIRPORT,1991-03-07,Hawaii,1991
LOUISVILLE INTERNATIONAL AIRPORT,1991-03-08,Kentucky,1991
NEW ORLEANS INTERNATIONAL,1991-03-12,Louisiana,1991
CHARLESTON AFB/INTL AIRPORT,1991-03-13,South Carolina,1991
CLEVELAND-HOPKINS INTERNATIONAL AIRPORT,1991-03-16,Ohio,1991
DALLAS/FORT WORTH INTERNATIONAL AIRPORT,1991-03-18,Texas,1991
DALLAS/FORT WORTH INTERNATIONAL AIRPORT,1991-03-18,Texas,1991
GEORGE BUSH INTERCONTINENTAL,1991-03-19,Texas,1991
LOS ANGELES INTERNATIONAL,1991-03-19,California,1991
SEATTLE-TACOMA INTERNATIONAL,1991-03-19,Washington,1991
CHARLOTTE/DOUGLAS INTERNATIONAL AIRPORT,1991-03-20,North Carolina,1991
BARKSDALE AIR FORCE BASE AIRPORT,1991-03-20,Louisiana,1991
RONALD REAGAN WASHINGTON NATL,1991-03-20,DC,1991
PHILADELPHIA INTERNATIONAL,1991-03-21,Pennsylvania,1991
DALLAS/FORT WORTH INTERNATIONAL AIRPORT,1991-03-22,Texas,1991
DALLAS/FORT WORTH INTERNATIONAL AIRPORT,1991-03-23,Texas,1991
BALTIMORE WASH INTERNATIONAL,1991-03-24,Maryland,1991
LIHUE AIRPORT,1991-03-25,Hawaii,1991
SAN ANTONIO INTERNATIONAL,1991-03-25,Texas,1991
CHARLOTTE/DOUGLAS INTERNATIONAL AIRPORT,1991-03-26,North Carolina,1991
CHARLESTON AFB/INTL AIRPORT,1991-03-28,South Carolina,1991
HOUSTON-HOBBY,1991-03-28,Texas,1991
CHICAGO O'HARE INTERNATIONAL AIRPORT,1991-03-29,Illinois,1991
ORLANDO INTERNATIONAL,1991-03-29,Florida,1991
HOUSTON-HOBBY,1991-03-29,Texas,1991
WASHINGTON DULLES INTERNATIONAL AIRPORT,1991-03-31,DC,1991
LOS ANGELES INTERNATIONAL,1991-04-04,California,1991
DALLAS/FORT WORTH INTERNATIONAL AIRPORT,1991-04-06,Texas,1991
BALTIMORE WASH INTERNATIONAL,1991-04-07,Maryland,1991
GEORGE BUSH INTERCONTINENTAL,1991-04-07,Texas,1991
LOS ANGELES INTERNATIONAL,1991-04-07,California,1991
BARKSDALE AIR FORCE BASE AIRPORT,1991-04-08,Louisiana,1991
SAN ANTONIO INTERNATIONAL,1991-04-08,Texas,1991
LAGUARDIA NY,1991-04-09,New York,1991
NASHVILLE INTERNATIONAL,1991-04-09,Tennessee,1991
DALLAS/FORT WORTH INTERNATIONAL AIRPORT,1991-04-10,Texas,1991
DALLAS/FORT WORTH INTERNATIONAL AIRPORT,1991-04-12,Texas,1991
BARKSDALE AIR FORCE BASE AIRPORT,1991-04-15,Louisiana,1991
FORT LAUDERDALE/HOLLYWOOD INTERNATIONAL,1991-04-15,Florida,1991
SAN FRANCISCO INTERNATIONAL AIRPORT,1991-04-15,California,1991
MEMPHIS INTERNATIONAL,1991-04-16,Tennessee,1991
CHICAGO MIDWAY INTERNATIONAL AIRPORT,1991-04-17,Illinois,1991
RONALD REAGAN WASHINGTON NATL,1991-04-17,DC,1991
RONALD REAGAN WASHINGTON NATL,1991-04-17,DC,1991
CHICAGO O'HARE INTERNATIONAL AIRPORT,1991-04-17,Illinois,1991
SAN ANTONIO INTERNATIONAL,1991-04-17,Texas,1991
BARKSDALE AIR FORCE BASE AIRPORT,1991-04-18,Louisiana,1991
SAN FRANCISCO INTERNATIONAL AIRPORT,1991-04-18,California,1991
DALLAS/FORT WORTH INTERNATIONAL AIRPORT,1991-04-19,Texas,1991
HOUSTON-HOBBY,1991-04-21,Texas,1991
EPPLEY AIRFIELD,1991-04-22,Nebraska,1991
DALLAS/FORT WORTH INTERNATIONAL AIRPORT,1991-04-23,Texas,1991
BARKSDALE AIR FORCE BASE AIRPORT,1991-04-24,Louisiana,1991
DALLAS/FORT WORTH INTERNATIONAL AIRPORT,1991-04-24,Texas,1991
SAN ANTONIO INTERNATIONAL,1991-04-24,Texas,1991
KANSAS CITY INTERNATIONAL,1991-04-25,Missouri,1991
NASHVILLE INTERNATIONAL,1991-04-25,Tennessee,1991
ATLANTA INTERNATIONAL,1991-04-25,Georgia,1991
INDIANAPOLIS INTERNATIONAL,1991-04-28,Indiana,1991
AUSTIN-BERGSTROM INTERNATIONAL,1991-04-28,Texas,1991
NEW ORLEANS INTERNATIONAL,1991-05-01,Louisiana,1991
NEW ORLEANS INTERNATIONAL,1991-05-01,Louisiana,1991
BARKSDALE AIR FORCE BASE AIRPORT,1991-05-02,Louisiana,1991
LOS ANGELES INTERNATIONAL,1991-05-02,California,1991
DALLAS/FORT WORTH INTERNATIONAL AIRPORT,1991-05-03,Texas,1991
DALLAS/FORT WORTH INTERNATIONAL AIRPORT,1991-05-03,Texas,1991
ATLANTA INTERNATIONAL,1991-05-03,Georgia,1991
BALTIMORE WASH INTERNATIONAL,1991-05-03,Maryland,1991
CINCINNATI/NORTHERN KENTUCKY INTERNATIONAL AIRPORT,1991-05-04,Kentucky,1991
DALLAS/FORT WORTH INTERNATIONAL AIRPORT,1991-05-04,Texas,1991
RONALD REAGAN WASHINGTON NATL,1991-05-04,DC,1991
LOS ANGELES INTERNATIONAL,1991-05-05,California,1991
DALLAS/FORT WORTH INTERNATIONAL AIRPORT,1991-05-05,Texas,1991
SAN ANTONIO INTERNATIONAL,1991-05-06,Texas,1991
BARKSDALE AIR FORCE BASE AIRPORT,1991-05-06,Louisiana,1991
NASHVILLE INTERNATIONAL,1991-05-06,Tennessee,1991
JOHN F KENNEDY INTERNATIONAL,1991-05-07,New York,1991
WILL ROGERS WORLD AIRPORT,1991-05-07,Oklahoma,1991
AUSTIN-BERGSTROM INTERNATIONAL,1991-05-07,Texas,1991
BARKSDALE AIR FORCE BASE AIRPORT,1991-05-07,Louisiana,1991
HOUSTON-HOBBY,1991-05-07,Texas,1991
HOUSTON-HOBBY,1991-05-08,Texas,1991
BARKSDALE AIR FORCE BASE AIRPORT,1991-05-08,Louisiana,1991
LOGAN INTERNATIONAL,1991-05-09,Massachusetts,1991
FORT LAUDERDALE/HOLLYWOOD INTERNATIONAL,1991-05-09,Florida,1991
JOHN F KENNEDY INTERNATIONAL,1991-05-09,New York,1991
ATLANTIC CITY INTERNATIONAL,1991-05-09,New Jersey,1991
WASHINGTON DULLES INTERNATIONAL AIRPORT,1991-05-09,DC,1991
LOGAN INTERNATIONAL,1991-05-10,Massachusetts,1991
HOUSTON-HOBBY,1991-05-10,Texas,1991
ATLANTA INTERNATIONAL,1991-05-10,Georgia,1991
MINNEAPOLIS-ST PAUL INTERNATIONAL,1991-05-11,Minnesota,1991
HOUSTON-HOBBY,1991-05-11,Texas,1991
BARKSDALE AIR FORCE BASE AIRPORT,1991-05-12,Louisiana,1991
PHOENIX SKY HARBOR,1991-05-12,Arizona,1991
NASHVILLE INTERNATIONAL,1991-05-12,Tennessee,1991
SAN ANTONIO INTERNATIONAL,1991-05-13,Texas,1991
EPPLEY AIRFIELD,1991-05-13,Nebraska,1991
BARKSDALE AIR FORCE BASE AIRPORT,1991-05-14,Louisiana,1991
CLEVELAND-HOPKINS INTERNATIONAL AIRPORT,1991-05-14,Ohio,1991
NEWARK LIBERTY INTERNATIONAL AIRPORT,1991-05-15,New Jersey,1991
DALLAS/FORT WORTH INTERNATIONAL AIRPORT,1991-05-15,Texas,1991
DALLAS/FORT WORTH INTERNATIONAL AIRPORT,1991-05-15,Texas,1991
LIHUE AIRPORT,1991-05-15,Hawaii,1991
PORTLAND INTERNATIONAL (OR),1991-05-16,Oregon,1991
CINCINNATI/NORTHERN KENTUCKY INTERNATIONAL AIRPORT,1991-05-17,Kentucky,1991
MEMPHIS INTERNATIONAL,1991-05-18,Tennessee,1991
PORTLAND INTERNATIONAL (OR),1991-05-19,Oregon,1991
DETROIT METRO WAYNE COUNTY AIRPORT,1991-05-19,Michigan,1991
HOUSTON-HOBBY,1991-05-19,Texas,1991
RONALD REAGAN WASHINGTON NATL,1991-05-19,DC,1991
LOUISVILLE INTERNATIONAL AIRPORT,1991-05-20,Kentucky,1991
BARKSDALE AIR FORCE BASE AIRPORT,1991-05-20,Louisiana,1991
NEWARK LIBERTY INTERNATIONAL AIRPORT,1991-05-20,New Jersey,1991
BARKSDALE AIR FORCE BASE AIRPORT,1991-05-22,Louisiana,1991
LAGUARDIA NY,1991-05-22,New York,1991
MEMPHIS INTERNATIONAL,1991-05-22,Tennessee,1991
MINETA SAN JOSE INTERNATIONAL,1991-05-27,California,1991
RONALD REAGAN WASHINGTON NATL,1991-05-29,DC,1991
DALLAS/FORT WORTH INTERNATIONAL AIRPORT,1991-05-29,Texas,1991
LOGAN INTERNATIONAL,1991-05-29,Massachusetts,1991
GREATER PITTSBURGH,1991-05-31,Pennsylvania,1991
DALLAS/FORT WORTH INTERNATIONAL AIRPORT,1991-05-31,Texas,1991
KANSAS CITY INTERNATIONAL,1991-06-02,Missouri,1991
LOGAN INTERNATIONAL,1991-06-02,Massachusetts,1991
LOUISVILLE INTERNATIONAL AIRPORT,1991-06-03,Kentucky,1991
LOGAN INTERNATIONAL,1991-06-05,Massachusetts,1991
DALLAS/FORT WORTH INTERNATIONAL AIRPORT,1991-06-06,Texas,1991
DALLAS/FORT WORTH INTERNATIONAL AIRPORT,1991-06-07,Texas,1991
GEORGE BUSH INTERCONTINENTAL,1991-06-08,Texas,1991
NASHVILLE INTERNATIONAL,1991-06-09,Tennessee,1991
LOUISVILLE INTERNATIONAL AIRPORT,1991-06-09,Kentucky,1991
NASHVILLE INTERNATIONAL,1991-06-10,Tennessee,1991
PORT COLUMBUS INTERNATIONAL,1991-06-11,Ohio,1991
PHILADELPHIA INTERNATIONAL,1991-06-11,Pennsylvania,1991
CHARLOTTE/DOUGLAS INTERNATIONAL AIRPORT,1991-06-11,North Carolina,1991
GREATER PITTSBURGH,1991-06-11,Pennsylvania,1991
NASHVILLE INTERNATIONAL,1991-06-12,Tennessee,1991
AUSTIN-BERGSTROM INTERNATIONAL,1991-06-13,Texas,1991
NEW ORLEANS INTERNATIONAL,1991-06-14,Louisiana,1991
KANSAS CITY INTERNATIONAL,1991-06-15,Missouri,1991
DALLAS/FORT WORTH INTERNATIONAL AIRPORT,1991-06-16,Texas,1991
MINNEAPOLIS-ST PAUL INTERNATIONAL,1991-06-17,Minnesota,1991
MINNEAPOLIS-ST PAUL INTERNATIONAL,1991-06-17,Minnesota,1991
DALLAS/FORT WORTH INTERNATIONAL AIRPORT,1991-06-17,Texas,1991
EPPLEY AIRFIELD,1991-06-18,Nebraska,1991
BARKSDALE AIR FORCE BASE AIRPORT,1991-06-19,Louisiana,1991
CHARLOTTE/DOUGLAS INTERNATIONAL AIRPORT,1991-06-20,North Carolina,1991
CHARLESTON AFB/INTL AIRPORT,1991-06-22,South Carolina,1991
LIHUE AIRPORT,1991-06-22,Hawaii,1991
LOUISVILLE INTERNATIONAL AIRPORT,1991-06-22,Kentucky,1991
NASHVILLE INTERNATIONAL,1991-06-25,Tennessee,1991
MEMPHIS INTERNATIONAL,1991-06-25,Tennessee,1991
NASHVILLE INTERNATIONAL,1991-06-26,Tennessee,1991
DALLAS/FORT WORTH INTERNATIONAL AIRPORT,1991-06-28,Texas,1991
CHARLOTTE/DOUGLAS INTERNATIONAL AIRPORT,1991-06-29,North Carolina,1991
BARKSDALE AIR FORCE BASE AIRPORT,1991-07-01,Louisiana,1991
METRO OAKLAND INTERNATIONAL,1991-07-02,California,1991
BARKSDALE AIR FORCE BASE AIRPORT,1991-07-03,Louisiana,1991
ATLANTA INTERNATIONAL,1991-07-03,Georgia,1991
JOHN F KENNEDY INTERNATIONAL,1991-07-03,New York,1991
DALLAS/FORT WORTH INTERNATIONAL AIRPORT,1991-07-05,Texas,1991
WILL ROGERS WORLD AIRPORT,1991-07-08,Oklahoma,1991
CINCINNATI/NORTHERN KENTUCKY INTERNATIONAL AIRPORT,1991-07-08,Kentucky,1991
BARKSDALE AIR FORCE BASE AIRPORT,1991-07-09,Louisiana,1991
SAN ANTONIO INTERNATIONAL,1991-07-09,Texas,1991
INDIANAPOLIS INTERNATIONAL,1991-07-10,Indiana,1991
CINCINNATI/NORTHERN KENTUCKY INTERNATIONAL AIRPORT,1991-07-10,Kentucky,1991
LAGUARDIA NY,1991-07-10,New York,1991
BARKSDALE AIR FORCE BASE AIRPORT,1991-07-11,Louisiana,1991
BARKSDALE AIR FORCE BASE AIRPORT,1991-07-12,Louisiana,1991
ATLANTA INTERNATIONAL,1991-07-12,Georgia,1991
MINETA SAN JOSE INTERNATIONAL,1991-07-13,California,1991
EPPLEY AIRFIELD,1991-07-13,Nebraska,1991
NASHVILLE INTERNATIONAL,1991-07-13,Tennessee,1991
NASHVILLE INTERNATIONAL,1991-07-13,Tennessee,1991
BARKSDALE AIR FORCE BASE AIRPORT,1991-07-14,Louisiana,1991
SAN ANTONIO INTERNATIONAL,1991-07-14,Texas,1991
PORTLAND INTERNATIONAL (OR),1991-07-16,Oregon,1991
NEWARK LIBERTY INTERNATIONAL AIRPORT,1991-07-16,New Jersey,1991
HONOLULU INTERNATIONAL AIRPORT,1991-07-17,Hawaii,1991
BARKSDALE AIR FORCE BASE AIRPORT,1991-07-17,Louisiana,1991
LOUISVILLE INTERNATIONAL AIRPORT,1991-07-18,Kentucky,1991
AUSTIN-BERGSTROM INTERNATIONAL,1991-07-18,Texas,1991
LOUISVILLE INTERNATIONAL AIRPORT,1991-07-18,Kentucky,1991
SAN ANTONIO INTERNATIONAL,1991-07-20,Texas,1991
PHILADELPHIA INTERNATIONAL,1991-07-22,Pennsylvania,1991
CHICAGO O'HARE INTERNATIONAL AIRPORT,1991-07-23,Illinois,1991
CINCINNATI/NORTHERN KENTUCKY INTERNATIONAL AIRPORT,1991-07-23,Kentucky,1991
BARKSDALE AIR FORCE BASE AIRPORT,1991-07-24,Louisiana,1991
LIHUE AIRPORT,1991-07-24,Hawaii,1991
KANSAS CITY INTERNATIONAL,1991-07-24,Missouri,1991
ATLANTIC CITY INTERNATIONAL,1991-07-26,New Jersey,1991
ATLANTIC CITY INTERNATIONAL,1991-07-27,New Jersey,1991
MEMPHIS INTERNATIONAL,1991-07-29,Tennessee,1991
MINETA SAN JOSE INTERNATIONAL,1991-07-29,California,1991
SACRAMENTO INTERNATIONAL,1991-07-31,California,1991
CHARLESTON AFB/INTL AIRPORT,1991-08-01,South Carolina,1991
LAMBERT-ST LOUIS INTERNATIONAL,1991-08-01,Missouri,1991
PHILADELPHIA INTERNATIONAL,1991-08-02,Pennsylvania,1991
LAMBERT-ST LOUIS INTERNATIONAL,1991-08-02,Missouri,1991
ORLANDO INTERNATIONAL,1991-08-03,Florida,1991
CHICAGO O'HARE INTERNATIONAL AIRPORT,1991-08-03,Illinois,1991
NEWARK LIBERTY INTERNATIONAL AIRPORT,1991-08-03,New Jersey,1991
CHARLOTTE/DOUGLAS INTERNATIONAL AIRPORT,1991-08-03,North Carolina,1991
NASHVILLE INTERNATIONAL,1991-08-04,Tennessee,1991
NASHVILLE INTERNATIONAL,1991-08-04,Tennessee,1991
JOHN F KENNEDY INTERNATIONAL,1991-08-05,New York,1991
LAGUARDIA NY,1991-08-05,New York,1991
BARKSDALE AIR FORCE BASE AIRPORT,1991-08-06,Louisiana,1991
NEW ORLEANS INTERNATIONAL,1991-08-06,Louisiana,1991
ATLANTA INTERNATIONAL,1991-08-07,Georgia,1991
BALTIMORE WASH INTERNATIONAL,1991-08-07,Maryland,1991
LOUISVILLE INTERNATIONAL AIRPORT,1991-08-07,Kentucky,1991
BALTIMORE WASH INTERNATIONAL,1991-08-07,Maryland,1991
BARKSDALE AIR FORCE BASE AIRPORT,1991-08-08,Louisiana,1991
CHICAGO MIDWAY INTERNATIONAL AIRPORT,1991-08-08,Illinois,1991
PORTLAND INTERNATIONAL (OR),1991-08-09,Oregon,1991
DALLAS/FORT WORTH INTERNATIONAL AIRPORT,1991-08-09,Texas,1991
LAGUARDIA NY,1991-08-11,New York,1991
INDIANAPOLIS INTERNATIONAL,1991-08-11,Indiana,1991
INDIANAPOLIS INTERNATIONAL,1991-08-11,Indiana,1991
MINETA SAN JOSE INTERNATIONAL,1991-08-12,California,1991
BARKSDALE AIR FORCE BASE AIRPORT,1991-08-12,Louisiana,1991
LIHUE AIRPORT,1991-08-12,Hawaii,1991
RONALD REAGAN WASHINGTON NATL,1991-08-15,DC,1991
CHARLESTON AFB/INTL AIRPORT,1991-08-15,South Carolina,1991
SAN ANTONIO INTERNATIONAL,1991-08-15,Texas,1991
LOGAN INTERNATIONAL,1991-08-15,Massachusetts,1991
LIHUE AIRPORT,1991-08-16,Hawaii,1991
PHILADELPHIA INTERNATIONAL,1991-08-16,Pennsylvania,1991
PHILADELPHIA INTERNATIONAL,1991-08-17,Pennsylvania,1991
JOHN F KENNEDY INTERNATIONAL,1991-08-17,New York,1991
AUSTIN-BERGSTROM INTERNATIONAL,1991-08-17,Texas,1991
NASHVILLE INTERNATIONAL,1991-08-18,Tennessee,1991
KANSAS CITY INTERNATIONAL,1991-08-18,Missouri,1991
LOGAN INTERNATIONAL,1991-08-18,Massachusetts,1991
SACRAMENTO INTERNATIONAL,1991-08-19,California,1991
CINCINNATI/NORTHERN KENTUCKY INTERNATIONAL AIRPORT,1991-08-19,Kentucky,1991
MEMPHIS INTERNATIONAL,1991-08-19,Tennessee,1991
SAN ANTONIO INTERNATIONAL,1991-08-19,Texas,1991
WASHINGTON DULLES INTERNATIONAL AIRPORT,1991-08-19,DC,1991
PHILADELPHIA INTERNATIONAL,1991-08-20,Pennsylvania,1991
MEMPHIS INTERNATIONAL,1991-08-20,Tennessee,1991
CHICAGO O'HARE INTERNATIONAL AIRPORT,1991-08-21,Illinois,1991
LAGUARDIA NY,1991-08-22,New York,1991
ATLANTA INTERNATIONAL,1991-08-23,Georgia,1991
DALLAS/FORT WORTH INTERNATIONAL AIRPORT,1991-08-24,Texas,1991
BARKSDALE AIR FORCE BASE AIRPORT,1991-08-25,Louisiana,1991
BARKSDALE AIR FORCE BASE AIRPORT,1991-08-26,Louisiana,1991
AUSTIN-BERGSTROM INTERNATIONAL,1991-08-26,Texas,1991
DALLAS/FORT WORTH INTERNATIONAL AIRPORT,1991-08-26,Texas,1991
BARKSDALE AIR FORCE BASE AIRPORT,1991-08-28,Louisiana,1991
BARKSDALE AIR FORCE BASE AIRPORT,1991-08-28,Louisiana,1991
NASHVILLE INTERNATIONAL,1991-08-28,Tennessee,1991
KANSAS CITY INTERNATIONAL,1991-08-28,Missouri,1991
DALLAS/FORT WORTH INTERNATIONAL AIRPORT,1991-08-29,Texas,1991
ATLANTA INTERNATIONAL,1991-08-29,Georgia,1991
PORT COLUMBUS INTERNATIONAL,1991-08-29,Ohio,1991
KANSAS CITY INTERNATIONAL,1991-08-29,Missouri,1991
NASHVILLE INTERNATIONAL,1991-08-29,Tennessee,1991
