Airport Name,Flight Date,Origin State,year
WASHINGTON DULLES INTERNATIONAL AIRPORT,2001-09-25,DC,2001
GREATER PITTSBURGH,2001-09-25,Pennsylvania,2001
MEMPHIS INTERNATIONAL,2001-09-25,Tennessee,2001
PHILADELPHIA INTERNATIONAL,2001-09-25,Pennsylvania,2001
KANSAS CITY INTERNATIONAL,2001-09-25,Missouri,2001
CHARLOTTE/DOUGLAS INTERNATIONAL AIRPORT,2001-09-25,North Carolina,2001
NASHVILLE INTERNATIONAL,2001-09-26,Tennessee,2001
PORTLAND INTERNATIONAL (OR),2001-09-26,Oregon,2001
CINCINNATI/NORTHERN KENTUCKY INTERNATIONAL AIRPORT,2001-09-26,Kentucky,2001
BALTIMORE WASH INTERNATIONAL,2001-09-27,Maryland,2001
WILL ROGERS WORLD AIRPORT,2001-09-27,Oklahoma,2001
DALLAS/FORT WORTH INTERNATIONAL AIRPORT,2001-09-27,Texas,2001
JOHN F KENNEDY INTERNATIONAL,2001-09-28,New York,2001
CINCINNATI/NORTHERN KENTUCKY INTERNATIONAL AIRPORT,2001-09-28,Kentucky,2001
GREATER PITTSBURGH,2001-09-28,Pennsylvania,2001
CHARLESTON AFB/INTL AIRPORT,2001-09-28,South Carolina,2001
MEMPHIS INTERNATIONAL,2001-09-28,Tennessee,2001
METRO OAKLAND INTERNATIONAL,2001-09-29,California,2001
ATLANTA INTERNATIONAL,2001-09-29,Georgia,2001
ATLANTA INTERNATIONAL,2001-09-29,Georgia,2001
BALTIMORE WASH INTERNATIONAL,2001-09-29,Maryland,2001
GREATER PITTSBURGH,2001-09-29,Pennsylvania,2001
DALLAS/FORT WORTH INTERNATIONAL AIRPORT,2001-09-29,Texas,2001
TETERBORO AIRPORT,2001-09-29,New Jersey,2001
ORLANDO INTERNATIONAL,2001-09-29,Florida,2001
LOS ANGELES INTERNATIONAL,2001-09-30,California,2001
DALLAS/FORT WORTH INTERNATIONAL AIRPORT,2001-09-30,Texas,2001
LIHUE AIRPORT,2001-09-30,Hawaii,2001
LAMBERT-ST LOUIS INTERNATIONAL,2001-10-01,Missouri,2001
CHARLESTON AFB/INTL AIRPORT,2001-10-01,South Carolina,2001
BARKSDALE AIR FORCE BASE AIRPORT,2001-10-01,Louisiana,2001
BALTIMORE WASH INTERNATIONAL,2001-10-01,Maryland,2001
EPPLEY AIRFIELD,2001-10-01,Nebraska,2001
ATLANTIC CITY INTERNATIONAL,2001-10-02,New Jersey,2001
WASHINGTON DULLES INTERNATIONAL AIRPORT,2001-10-02,DC,2001
DENVER INTERNATIONAL AIRPORT,2001-10-02,Colorado,2001
DALLAS/FORT WORTH INTERNATIONAL AIRPORT,2001-10-02,Texas,2001
JOHN F KENNEDY INTERNATIONAL,2001-10-02,New York,2001
ATLANTIC CITY INTERNATIONAL,2001-10-02,New Jersey,2001
SALT LAKE CITY INTERNATIONAL,2001-10-02,Utah,2001
JOHN F KENNEDY INTERNATIONAL,2001-10-03,New York,2001
HONOLULU INTERNATIONAL AIRPORT,2001-10-03,Hawaii,2001
LAMBERT-ST LOUIS INTERNATIONAL,2001-10-03,Missouri,2001
CHICAGO O'HARE INTERNATIONAL AIRPORT,2001-10-03,Illinois,2001
CINCINNATI/NORTHERN KENTUCKY INTERNATIONAL AIRPORT,2001-10-03,Kentucky,2001
LOGAN INTERNATIONAL,2001-10-03,Massachusetts,2001
PORTLAND INTERNATIONAL (OR),2001-10-03,Oregon,2001
INDIANAPOLIS INTERNATIONAL,2001-10-04,Indiana,2001
CHARLOTTE/DOUGLAS INTERNATIONAL AIRPORT,2001-10-04,North Carolina,2001
INDIANAPOLIS INTERNATIONAL,2001-10-04,Indiana,2001
MEMPHIS INTERNATIONAL,2001-10-04,Tennessee,2001
CHICAGO O'HARE INTERNATIONAL AIRPORT,2001-10-05,Illinois,2001
LOS ANGELES INTERNATIONAL,2001-10-05,California,2001
KANSAS CITY INTERNATIONAL,2001-10-05,Missouri,2001
KANSAS CITY INTERNATIONAL,2001-10-05,Missouri,2001
CHARLOTTE/DOUGLAS INTERNATIONAL AIRPORT,2001-10-05,North Carolina,2001
DALLAS/FORT WORTH INTERNATIONAL AIRPORT,2001-10-05,Texas,2001
PORT COLUMBUS INTERNATIONAL,2001-10-05,Ohio,2001
WASHINGTON DULLES INTERNATIONAL AIRPORT,2001-10-06,DC,2001
NASHVILLE INTERNATIONAL,2001-10-06,Tennessee,2001
CHARLOTTE/DOUGLAS INTERNATIONAL AIRPORT,2001-10-06,North Carolina,2001
JOHN F KENNEDY INTERNATIONAL,2001-10-06,New York,2001
MEMPHIS INTERNATIONAL,2001-10-06,Tennessee,2001
MEMPHIS INTERNATIONAL,2001-10-06,Tennessee,2001
CHARLESTON AFB/INTL AIRPORT,2001-10-07,South Carolina,2001
CHARLESTON AFB/INTL AIRPORT,2001-10-07,South Carolina,2001
ATLANTA INTERNATIONAL,2001-10-07,Georgia,2001
ATLANTA INTERNATIONAL,2001-10-08,Georgia,2001
PORT COLUMBUS INTERNATIONAL,2001-10-08,Ohio,2001
FORT LAUDERDALE/HOLLYWOOD INTERNATIONAL,2001-10-08,Florida,2001
LOGAN INTERNATIONAL,2001-10-08,Massachusetts,2001
ATLANTA INTERNATIONAL,2001-10-09,Georgia,2001
SACRAMENTO INTERNATIONAL,2001-10-10,California,2001
DALLAS/FORT WORTH INTERNATIONAL AIRPORT,2001-10-10,Texas,2001
EPPLEY AIRFIELD,2001-10-10,Nebraska,2001
LAMBERT-ST LOUIS INTERNATIONAL,2001-10-11,Missouri,2001
SACRAMENTO INTERNATIONAL,2001-10-11,California,2001
GREATER PITTSBURGH,2001-10-11,Pennsylvania,2001
TETERBORO AIRPORT,2001-10-12,New Jersey,2001
PORT COLUMBUS INTERNATIONAL,2001-10-12,Ohio,2001
ATLANTA INTERNATIONAL,2001-10-13,Georgia,2001
CHARLESTON AFB/INTL AIRPORT,2001-10-13,South Carolina,2001
DENVER INTERNATIONAL AIRPORT,2001-10-13,Colorado,2001
LIHUE AIRPORT,2001-10-13,Hawaii,2001
GREATER PITTSBURGH,2001-10-13,Pennsylvania,2001
LIHUE AIRPORT,2001-10-14,Hawaii,2001
LIHUE AIRPORT,2001-10-14,Hawaii,2001
ORLANDO INTERNATIONAL,2001-10-15,Florida,2001
LOS ANGELES INTERNATIONAL,2001-10-15,California,2001
BALTIMORE WASH INTERNATIONAL,2001-10-15,Maryland,2001
CHARLOTTE/DOUGLAS INTERNATIONAL AIRPORT,2001-10-15,North Carolina,2001
FORT LAUDERDALE/HOLLYWOOD INTERNATIONAL,2001-10-15,Florida,2001
ATLANTA INTERNATIONAL,2001-10-15,Georgia,2001
INDIANAPOLIS INTERNATIONAL,2001-10-16,Indiana,2001
MEMPHIS INTERNATIONAL,2001-10-16,Tennessee,2001
DENVER INTERNATIONAL AIRPORT,2001-10-16,Colorado,2001
ATLANTA INTERNATIONAL,2001-10-17,Georgia,2001
MEMPHIS INTERNATIONAL,2001-10-17,Tennessee,2001
LOGAN INTERNATIONAL,2001-10-17,Massachusetts,2001
GREATER PITTSBURGH,2001-10-18,Pennsylvania,2001
PORTLAND INTERNATIONAL (OR),2001-10-18,Oregon,2001
LOUISVILLE INTERNATIONAL AIRPORT,2001-10-18,Kentucky,2001
BALTIMORE WASH INTERNATIONAL,2001-10-18,Maryland,2001
PORTLAND INTERNATIONAL (OR),2001-10-18,Oregon,2001
CINCINNATI/NORTHERN KENTUCKY INTERNATIONAL AIRPORT,2001-10-18,Kentucky,2001
LOS ANGELES INTERNATIONAL,2001-10-19,California,2001
LAMBERT-ST LOUIS INTERNATIONAL,2001-10-19,Missouri,2001
LOGAN INTERNATIONAL,2001-10-19,Massachusetts,2001
INDIANAPOLIS INTERNATIONAL,2001-10-20,Indiana,2001
BALTIMORE WASH INTERNATIONAL,2001-10-20,Maryland,2001
PORTLAND INTERNATIONAL (OR),2001-10-20,Oregon,2001
DENVER INTERNATIONAL AIRPORT,2001-10-21,Colorado,2001
DENVER INTERNATIONAL AIRPORT,2001-10-21,Colorado,2001
PHOENIX SKY HARBOR,2001-10-22,Arizona,2001
BARKSDALE AIR FORCE BASE AIRPORT,2001-10-22,Louisiana,2001
ORLANDO INTERNATIONAL,2001-10-22,Florida,2001
NASHVILLE INTERNATIONAL,2001-10-22,Tennessee,2001
LAMBERT-ST LOUIS INTERNATIONAL,2001-10-23,Missouri,2001
BARKSDALE AIR FORCE BASE AIRPORT,2001-10-23,Louisiana,2001
GREATER PITTSBURGH,2001-10-23,Pennsylvania,2001
BARKSDALE AIR FORCE BASE AIRPORT,2001-10-24,Louisiana,2001
DALLAS/FORT WORTH INTERNATIONAL AIRPORT,2001-10-24,Texas,2001
PHOENIX SKY HARBOR,2001-10-24,Arizona,2001
GREATER PITTSBURGH,2001-10-24,Pennsylvania,2001
LIHUE AIRPORT,2001-10-24,Hawaii,2001
INDIANAPOLIS INTERNATIONAL,2001-10-24,Indiana,2001
SACRAMENTO INTERNATIONAL,2001-10-24,California,2001
WILL ROGERS WORLD AIRPORT,2001-10-24,Oklahoma,2001
ORLANDO INTERNATIONAL,2001-10-25,Florida,2001
MEMPHIS INTERNATIONAL,2001-10-25,Tennessee,2001
NASHVILLE INTERNATIONAL,2001-10-25,Tennessee,2001
WASHINGTON DULLES INTERNATIONAL AIRPORT,2001-10-25,DC,2001
LIHUE AIRPORT,2001-10-25,Hawaii,2001
LAMBERT-ST LOUIS INTERNATIONAL,2001-10-25,Missouri,2001
WASHINGTON DULLES INTERNATIONAL AIRPORT,2001-10-25,DC,2001
EPPLEY AIRFIELD,2001-10-26,Nebraska,2001
CHICAGO O'HARE INTERNATIONAL AIRPORT,2001-10-26,Illinois,2001
HOUSTON-HOBBY,2001-10-26,Texas,2001
DALLAS/FORT WORTH INTERNATIONAL AIRPORT,2001-10-26,Texas,2001
INDIANAPOLIS INTERNATIONAL,2001-10-26,Indiana,2001
MEMPHIS INTERNATIONAL,2001-10-27,Tennessee,2001
PHILADELPHIA INTERNATIONAL,2001-10-27,Pennsylvania,2001
HONOLULU INTERNATIONAL AIRPORT,2001-10-27,Hawaii,2001
LAGUARDIA NY,2001-10-27,New York,2001
LOGAN INTERNATIONAL,2001-10-27,Massachusetts,2001
BALTIMORE WASH INTERNATIONAL,2001-10-28,Maryland,2001
DETROIT METRO WAYNE COUNTY AIRPORT,2001-10-28,Michigan,2001
GREATER PITTSBURGH,2001-10-28,Pennsylvania,2001
TETERBORO AIRPORT,2001-10-28,New Jersey,2001
PHILADELPHIA INTERNATIONAL,2001-10-28,Pennsylvania,2001
ATLANTA INTERNATIONAL,2001-10-29,Georgia,2001
CLEVELAND-HOPKINS INTERNATIONAL AIRPORT,2001-10-29,Ohio,2001
MINETA SAN JOSE INTERNATIONAL,2001-10-29,California,2001
NEW ORLEANS INTERNATIONAL,2001-10-30,Louisiana,2001
LAGUARDIA NY,2001-10-30,New York,2001
TETERBORO AIRPORT,2001-10-30,New Jersey,2001
MEMPHIS INTERNATIONAL,2001-10-30,Tennessee,2001
NEWARK LIBERTY INTERNATIONAL AIRPORT,2001-10-31,New Jersey,2001
KANSAS CITY INTERNATIONAL,2001-11-01,Missouri,2001
EPPLEY AIRFIELD,2001-11-01,Nebraska,2001
DALLAS/FORT WORTH INTERNATIONAL AIRPORT,2001-11-02,Texas,2001
METRO OAKLAND INTERNATIONAL,2001-11-02,California,2001
INDIANAPOLIS INTERNATIONAL,2001-11-02,Indiana,2001
ATLANTA INTERNATIONAL,2001-11-03,Georgia,2001
LOUISVILLE INTERNATIONAL AIRPORT,2001-11-03,Kentucky,2001
BALTIMORE WASH INTERNATIONAL,2001-11-03,Maryland,2001
MEMPHIS INTERNATIONAL,2001-11-04,Tennessee,2001
DENVER INTERNATIONAL AIRPORT,2001-11-04,Colorado,2001
CINCINNATI/NORTHERN KENTUCKY INTERNATIONAL AIRPORT,2001-11-04,Kentucky,2001
HOUSTON-HOBBY,2001-11-04,Texas,2001
WASHINGTON DULLES INTERNATIONAL AIRPORT,2001-11-05,DC,2001
WASHINGTON DULLES INTERNATIONAL AIRPORT,2001-11-05,DC,2001
WASHINGTON DULLES INTERNATIONAL AIRPORT,2001-11-05,DC,2001
DALLAS/FORT WORTH INTERNATIONAL AIRPORT,2001-11-05,Texas,2001
WASHINGTON DULLES INTERNATIONAL AIRPORT,2001-11-05,DC,2001
HOUSTON-HOBBY,2001-11-05,Texas,2001
FORT LAUDERDALE/HOLLYWOOD INTERNATIONAL,2001-11-06,Florida,2001
METRO OAKLAND INTERNATIONAL,2001-11-07,California,2001
FORT LAUDERDALE/HOLLYWOOD INTERNATIONAL,2001-11-07,Florida,2001
LIHUE AIRPORT,2001-11-07,Hawaii,2001
HONOLULU INTERNATIONAL AIRPORT,2001-11-07,Hawaii,2001
WASHINGTON DULLES INTERNATIONAL AIRPORT,2001-11-08,DC,2001
INDIANAPOLIS INTERNATIONAL,2001-11-08,Indiana,2001
SACRAMENTO INTERNATIONAL,2001-11-08,California,2001
RONALD REAGAN WASHINGTON NATL,2001-11-09,DC,2001
DENVER INTERNATIONAL AIRPORT,2001-11-09,Colorado,2001
INDIANAPOLIS INTERNATIONAL,2001-11-09,Indiana,2001
BALTIMORE WASH INTERNATIONAL,2001-11-09,Maryland,2001
SACRAMENTO INTERNATIONAL,2001-11-09,California,2001
NEWARK LIBERTY INTERNATIONAL AIRPORT,2001-11-10,New Jersey,2001
CHICAGO O'HARE INTERNATIONAL AIRPORT,2001-11-11,Illinois,2001
PHILADELPHIA INTERNATIONAL,2001-11-11,Pennsylvania,2001
GREATER PITTSBURGH,2001-11-12,Pennsylvania,2001
FORT LAUDERDALE/HOLLYWOOD INTERNATIONAL,2001-11-13,Florida,2001
PORTLAND INTERNATIONAL (OR),2001-11-13,Oregon,2001
AUSTIN-BERGSTROM INTERNATIONAL,2001-11-13,Texas,2001
LOGAN INTERNATIONAL,2001-11-14,Massachusetts,2001
LOGAN INTERNATIONAL,2001-11-14,Massachusetts,2001
DALLAS/FORT WORTH INTERNATIONAL AIRPORT,2001-11-15,Texas,2001
CINCINNATI/NORTHERN KENTUCKY INTERNATIONAL AIRPORT,2001-11-15,Kentucky,2001
BALTIMORE WASH INTERNATIONAL,2001-11-16,Maryland,2001
FORT LAUDERDALE/HOLLYWOOD INTERNATIONAL,2001-11-16,Florida,2001
SACRAMENTO INTERNATIONAL,2001-11-17,California,2001
BALTIMORE WASH INTERNATIONAL,2001-11-19,Maryland,2001
SACRAMENTO INTERNATIONAL,2001-11-19,California,2001
CHARLESTON AFB/INTL AIRPORT,2001-11-19,South Carolina,2001
DALLAS/FORT WORTH INTERNATIONAL AIRPORT,2001-11-19,Texas,2001
WASHINGTON DULLES INTERNATIONAL AIRPORT,2001-11-20,DC,2001
KANSAS CITY INTERNATIONAL,2001-11-20,Missouri,2001
RONALD REAGAN WASHINGTON NATL,2001-11-21,DC,2001
DALLAS/FORT WORTH INTERNATIONAL AIRPORT,2001-11-21,Texas,2001
SACRAMENTO INTERNATIONAL,2001-11-22,California,2001
SAN ANTONIO INTERNATIONAL,2001-11-25,Texas,2001
ORLANDO INTERNATIONAL,2001-11-25,Florida,2001
WILL ROGERS WORLD AIRPORT,2001-11-26,Oklahoma,2001
WASHINGTON DULLES INTERNATIONAL AIRPORT,2001-11-28,DC,2001
HONOLULU INTERNATIONAL AIRPORT,2001-11-29,Hawaii,2001
LOUISVILLE INTERNATIONAL AIRPORT,2001-11-30,Kentucky,2001
DALLAS/FORT WORTH INTERNATIONAL AIRPORT,2001-12-01,Texas,2001
DALLAS/FORT WORTH INTERNATIONAL AIRPORT,2001-12-01,Texas,2001
SAN FRANCISCO INTERNATIONAL AIRPORT,2001-12-01,California,2001
GREATER PITTSBURGH,2001-12-03,Pennsylvania,2001
DALLAS/FORT WORTH INTERNATIONAL AIRPORT,2001-12-04,Texas,2001
CINCINNATI/NORTHERN KENTUCKY INTERNATIONAL AIRPORT,2001-12-04,Kentucky,2001
PORTLAND INTERNATIONAL (OR),2001-12-04,Oregon,2001
SAN ANTONIO INTERNATIONAL,2001-12-04,Texas,2001
TETERBORO AIRPORT,2001-12-05,New Jersey,2001
LOUISVILLE INTERNATIONAL AIRPORT,2001-12-05,Kentucky,2001
DALLAS/FORT WORTH INTERNATIONAL AIRPORT,2001-12-05,Texas,2001
SACRAMENTO INTERNATIONAL,2001-12-06,California,2001
MEMPHIS INTERNATIONAL,2001-12-06,Tennessee,2001
HONOLULU INTERNATIONAL AIRPORT,2001-12-06,Hawaii,2001
MEMPHIS INTERNATIONAL,2001-12-08,Tennessee,2001
WASHINGTON DULLES INTERNATIONAL AIRPORT,2001-12-08,DC,2001
NASHVILLE INTERNATIONAL,2001-12-08,Tennessee,2001
WASHINGTON DULLES INTERNATIONAL AIRPORT,2001-12-11,DC,2001
NASHVILLE INTERNATIONAL,2001-12-11,Tennessee,2001
SALT LAKE CITY INTERNATIONAL,2001-12-11,Utah,2001
TETERBORO AIRPORT,2001-12-12,New Jersey,2001
LIHUE AIRPORT,2001-12-12,Hawaii,2001
WILL ROGERS WORLD AIRPORT,2001-12-14,Oklahoma,2001
CHICAGO O'HARE INTERNATIONAL AIRPORT,2001-12-14,Illinois,2001
ORLANDO INTERNATIONAL,2001-12-15,Florida,2001
MEMPHIS INTERNATIONAL,2001-12-16,Tennessee,2001
GEORGE BUSH INTERCONTINENTAL,2001-12-16,Texas,2001
GEORGE BUSH INTERCONTINENTAL,2001-12-16,Texas,2001
NASHVILLE INTERNATIONAL,2001-12-17,Tennessee,2001
DENVER INTERNATIONAL AIRPORT,2001-12-17,Colorado,2001
GREATER PITTSBURGH,2001-12-18,Pennsylvania,2001
DALLAS/FORT WORTH INTERNATIONAL AIRPORT,2001-12-18,Texas,2001
MEMPHIS INTERNATIONAL,2001-12-19,Tennessee,2001
MEMPHIS INTERNATIONAL,2001-12-19,Tennessee,2001
SAN FRANCISCO INTERNATIONAL AIRPORT,2001-12-19,California,2001
DALLAS/FORT WORTH INTERNATIONAL AIRPORT,2001-12-22,Texas,2001
CHARLOTTE/DOUGLAS INTERNATIONAL AIRPORT,2001-12-23,North Carolina,2001
FORT LAUDERDALE/HOLLYWOOD INTERNATIONAL,2001-12-23,Florida,2001
SACRAMENTO INTERNATIONAL,2001-12-24,California,2001
NEW ORLEANS INTERNATIONAL,2001-12-24,Louisiana,2001
CINCINNATI/NORTHERN KENTUCKY INTERNATIONAL AIRPORT,2001-12-28,Kentucky,2001
MINETA SAN JOSE INTERNATIONAL,2001-12-29,California,2001
PHOENIX SKY HARBOR,2001-12-31,Arizona,2001
DALLAS/FORT WORTH INTERNATIONAL AIRPORT,2001-12-31,Texas,2001
DALLAS/FORT WORTH INTERNATIONAL AIRPORT,2002-01-01,Texas,2002
SACRAMENTO INTERNATIONAL,2002-01-02,California,2002
SACRAMENTO INTERNATIONAL,2002-01-02,California,2002
MINETA SAN JOSE INTERNATIONAL,2002-01-02,California,2002
SACRAMENTO INTERNATIONAL,2002-01-04,California,2002
SALT LAKE CITY INTERNATIONAL,2002-01-04,Utah,2002
DENVER INTERNATIONAL AIRPORT,2002-01-05,Colorado,2002
SACRAMENTO INTERNATIONAL,2002-01-06,California,2002
CINCINNATI/NORTHERN KENTUCKY INTERNATIONAL AIRPORT,2002-01-06,Kentucky,2002
CHARLOTTE/DOUGLAS INTERNATIONAL AIRPORT,2002-01-07,North Carolina,2002
SACRAMENTO INTERNATIONAL,2002-01-08,California,2002
NEWARK LIBERTY INTERNATIONAL AIRPORT,2002-01-08,New Jersey,2002
SACRAMENTO INTERNATIONAL,2002-01-08,California,2002
SACRAMENTO INTERNATIONAL,2002-01-09,California,2002
SACRAMENTO INTERNATIONAL,2002-01-10,California,2002
LAGUARDIA NY,2002-01-10,New York,2002
SACRAMENTO INTERNATIONAL,2002-01-10,California,2002
SACRAMENTO INTERNATIONAL,2002-01-11,California,2002
DENVER INTERNATIONAL AIRPORT,2002-01-11,Colorado,2002
NEW ORLEANS INTERNATIONAL,2002-01-12,Louisiana,2002
SACRAMENTO INTERNATIONAL,2002-01-13,California,2002
TETERBORO AIRPORT,2002-01-13,New Jersey,2002
LIHUE AIRPORT,2002-01-13,Hawaii,2002
NASHVILLE INTERNATIONAL,2002-01-13,Tennessee,2002
SAN FRANCISCO INTERNATIONAL AIRPORT,2002-01-14,California,2002
HONOLULU INTERNATIONAL AIRPORT,2002-01-14,Hawaii,2002
SAN FRANCISCO INTERNATIONAL AIRPORT,2002-01-15,California,2002
HONOLULU INTERNATIONAL AIRPORT,2002-01-16,Hawaii,2002
BARKSDALE AIR FORCE BASE AIRPORT,2002-01-17,Louisiana,2002
PORTLAND INTERNATIONAL (OR),2002-01-18,Oregon,2002
MEMPHIS INTERNATIONAL,2002-01-20,Tennessee,2002
LAGUARDIA NY,2002-01-20,New York,2002
SACRAMENTO INTERNATIONAL,2002-01-20,California,2002
MEMPHIS INTERNATIONAL,2002-01-22,Tennessee,2002
LOGAN INTERNATIONAL,2002-01-22,Massachusetts,2002
SAN FRANCISCO INTERNATIONAL AIRPORT,2002-01-23,California,2002
DALLAS/FORT WORTH INTERNATIONAL AIRPORT,2002-01-23,Texas,2002
WASHINGTON DULLES INTERNATIONAL AIRPORT,2002-01-23,DC,2002
FORT LAUDERDALE/HOLLYWOOD INTERNATIONAL,2002-01-24,Florida,2002
CHARLOTTE/DOUGLAS INTERNATIONAL AIRPORT,2002-01-26,North Carolina,2002
LAGUARDIA NY,2002-01-27,New York,2002
MINNEAPOLIS-ST PAUL INTERNATIONAL,2002-01-27,Minnesota,2002
WASHINGTON DULLES INTERNATIONAL AIRPORT,2002-01-28,DC,2002
MEMPHIS INTERNATIONAL,2002-01-29,Tennessee,2002
LIHUE AIRPORT,2002-01-29,Hawaii,2002
CHARLOTTE/DOUGLAS INTERNATIONAL AIRPORT,2002-01-29,North Carolina,2002
LOUISVILLE INTERNATIONAL AIRPORT,2002-02-01,Kentucky,2002
DENVER INTERNATIONAL AIRPORT,2002-02-02,Colorado,2002
BARKSDALE AIR FORCE BASE AIRPORT,2002-02-04,Louisiana,2002
DENVER INTERNATIONAL AIRPORT,2002-02-05,Colorado,2002
PHOENIX SKY HARBOR,2002-02-05,Arizona,2002
AUSTIN-BERGSTROM INTERNATIONAL,2002-02-06,Texas,2002
NASHVILLE INTERNATIONAL,2002-02-06,Tennessee,2002
DALLAS/FORT WORTH INTERNATIONAL AIRPORT,2002-02-07,Texas,2002
BARKSDALE AIR FORCE BASE AIRPORT,2002-02-08,Louisiana,2002
DALLAS/FORT WORTH INTERNATIONAL AIRPORT,2002-02-08,Texas,2002
JOHN F KENNEDY INTERNATIONAL,2002-02-09,New York,2002
NASHVILLE INTERNATIONAL,2002-02-09,Tennessee,2002
PHOENIX SKY HARBOR,2002-02-09,Arizona,2002
DALLAS/FORT WORTH INTERNATIONAL AIRPORT,2002-02-10,Texas,2002
NASHVILLE INTERNATIONAL,2002-02-12,Tennessee,2002
BARKSDALE AIR FORCE BASE AIRPORT,2002-02-14,Louisiana,2002
BARKSDALE AIR FORCE BASE AIRPORT,2002-02-14,Louisiana,2002
NASHVILLE INTERNATIONAL,2002-02-14,Tennessee,2002
BALTIMORE WASH INTERNATIONAL,2002-02-15,Maryland,2002
HONOLULU INTERNATIONAL AIRPORT,2002-02-15,Hawaii,2002
NASHVILLE INTERNATIONAL,2002-02-17,Tennessee,2002
METRO OAKLAND INTERNATIONAL,2002-02-18,California,2002
CHARLESTON AFB/INTL AIRPORT,2002-02-19,South Carolina,2002
LOUISVILLE INTERNATIONAL AIRPORT,2002-02-20,Kentucky,2002
RONALD REAGAN WASHINGTON NATL,2002-02-21,DC,2002
JOHN F KENNEDY INTERNATIONAL,2002-02-21,New York,2002
PHOENIX SKY HARBOR,2002-02-21,Arizona,2002
LIHUE AIRPORT,2002-02-21,Hawaii,2002
NASHVILLE INTERNATIONAL,2002-02-22,Tennessee,2002
PHILADELPHIA INTERNATIONAL,2002-02-24,Pennsylvania,2002
METRO OAKLAND INTERNATIONAL,2002-02-24,California,2002
NASHVILLE INTERNATIONAL,2002-02-26,Tennessee,2002
METRO OAKLAND INTERNATIONAL,2002-02-28,California,2002
ATLANTA INTERNATIONAL,2002-03-01,Georgia,2002
LIHUE AIRPORT,2002-03-02,Hawaii,2002
SAN FRANCISCO INTERNATIONAL AIRPORT,2002-03-03,California,2002
LAGUARDIA NY,2002-03-03,New York,2002
DALLAS/FORT WORTH INTERNATIONAL AIRPORT,2002-03-06,Texas,2002
DALLAS/FORT WORTH INTERNATIONAL AIRPORT,2002-03-06,Texas,2002
SAN FRANCISCO INTERNATIONAL AIRPORT,2002-03-07,California,2002
CHARLESTON AFB/INTL AIRPORT,2002-03-07,South Carolina,2002
SAN FRANCISCO INTERNATIONAL AIRPORT,2002-03-09,California,2002
AUSTIN-BERGSTROM INTERNATIONAL,2002-03-09,Texas,2002
ORLANDO INTERNATIONAL,2002-03-11,Florida,2002
GREATER PITTSBURGH,2002-03-11,Pennsylvania,2002
PHOENIX SKY HARBOR,2002-03-11,Arizona,2002
PHOENIX SKY HARBOR,2002-03-11,Arizona,2002
FORT LAUDERDALE/HOLLYWOOD INTERNATIONAL,2002-03-12,Florida,2002
LOUISVILLE INTERNATIONAL AIRPORT,2002-03-14,Kentucky,2002
DALLAS/FORT WORTH INTERNATIONAL AIRPORT,2002-03-14,Texas,2002
WASHINGTON DULLES INTERNATIONAL AIRPORT,2002-03-14,DC,2002
SAN ANTONIO INTERNATIONAL,2002-03-14,Texas,2002
ATLANTA INTERNATIONAL,2002-03-15,Georgia,2002
BALTIMORE WASH INTERNATIONAL,2002-03-15,Maryland,2002
HONOLULU INTERNATIONAL AIRPORT,2002-03-15,Hawaii,2002
GREATER PITTSBURGH,2002-03-16,Pennsylvania,2002
ORLANDO INTERNATIONAL,2002-03-16,Florida,2002
NEW ORLEANS INTERNATIONAL,2002-03-16,Louisiana,2002
KANSAS CITY INTERNATIONAL,2002-03-18,Missouri,2002
BALTIMORE WASH INTERNATIONAL,2002-03-19,Maryland,2002
CHARLOTTE/DOUGLAS INTERNATIONAL AIRPORT,2002-03-21,North Carolina,2002
CHARLESTON AFB/INTL AIRPORT,2002-03-21,South Carolina,2002
CHARLESTON AFB/INTL AIRPORT,2002-03-21,South Carolina,2002
RONALD REAGAN WASHINGTON NATL,2002-03-21,DC,2002
SAN FRANCISCO INTERNATIONAL AIRPORT,2002-03-22,California,2002
PHOENIX SKY HARBOR,2002-03-22,Arizona,2002
DALLAS/FORT WORTH INTERNATIONAL AIRPORT,2002-03-23,Texas,2002
PORTLAND INTERNATIONAL (OR),2002-03-25,Oregon,2002
LOS ANGELES INTERNATIONAL,2002-03-25,California,2002
GREATER PITTSBURGH,2002-03-25,Pennsylvania,2002
RONALD REAGAN WASHINGTON NATL,2002-03-26,DC,2002
LAMBERT-ST LOUIS INTERNATIONAL,2002-03-27,Missouri,2002
LAMBERT-ST LOUIS INTERNATIONAL,2002-03-27,Missouri,2002
SALT LAKE CITY INTERNATIONAL,2002-03-27,Utah,2002
WILL ROGERS WORLD AIRPORT,2002-03-27,Oklahoma,2002
MINNEAPOLIS-ST PAUL INTERNATIONAL,2002-03-28,Minnesota,2002
INDIANAPOLIS INTERNATIONAL,2002-03-28,Indiana,2002
CHICAGO MIDWAY INTERNATIONAL AIRPORT,2002-03-28,Illinois,2002
CHICAGO MIDWAY INTERNATIONAL AIRPORT,2002-03-28,Illinois,2002
BALTIMORE WASH INTERNATIONAL,2002-03-28,Maryland,2002
DALLAS/FORT WORTH INTERNATIONAL AIRPORT,2002-03-28,Texas,2002
HOUSTON-HOBBY,2002-03-29,Texas,2002
ATLANTA INTERNATIONAL,2002-03-29,Georgia,2002
